Date,Price,Open,High,Low,Vol.,Change %
24-02-2020,"43,580","42,932","43,788","42,932",25.49,2.14%
21-02-2020,"42,666","42,210","42,790","42,210",13.35,1.49%
20-02-2020,"42,039","41,651","42,158","41,500",19.36,1.09%
19-02-2020,"41,586","41,408","41,619","41,350",13.65,0.40%
18-02-2020,"41,420","40,900","41,480","40,900",14.83,1.63%
17-02-2020,"40,756","40,889","40,925","40,720",6.98,-0.54%
14-02-2020,"40,979","40,601","41,010","40,573",10.12,0.79%
13-02-2020,"40,656","40,551","40,700","40,513",9.87,0.42%
12-02-2020,"40,484","40,431","40,549","40,306",9.98,0.18%
11-02-2020,"40,410","40,566","40,577","40,300",11.52,-0.66%
10-02-2020,"40,679","40,566","40,715","40,514",8.34,0.09%
07-02-2020,"40,644","40,393","40,724","40,302",13.03,0.73%
06-02-2020,"40,351","40,081","40,421","40,030",11.32,0.44%
05-02-2020,"40,175","40,201","40,280","40,000",0.01,-0.32%
04-02-2020,"40,302","40,408","40,500","40,112",0.02,-0.88%
03-02-2020,"40,661","41,011","41,050","40,371",0.09,-1.32%
01-02-2020,"41,206","41,035","41,297","40,820",3.49,0.50%
31-01-2020,"41,000","41,014","41,145","40,571",0.98,0.06%
30-01-2020,"40,975","40,486","41,068","40,472",5.91,1.55%
29-01-2020,"40,350","40,111","40,458","40,066",12.11,0.27%
28-01-2020,"40,242","40,562","40,608","40,156",13.19,-0.85%
27-01-2020,"40,585","40,500","40,810","40,480",13.93,0.58%
24-01-2020,"40,352","40,214","40,440","39,951",14.74,0.17%
23-01-2020,"40,283","39,904","40,311","39,836",12.42,0.93%
22-01-2020,"39,913","39,817","39,974","39,752",9.3,0.01%
21-01-2020,"39,911","40,090","40,176","39,675",14.86,-0.09%
20-01-2020,"39,947","39,900","40,000","39,880",7.12,0.00%
17-01-2020,"39,946","39,730","39,983","39,702",10.63,0.66%
16-01-2020,"39,686","39,655","39,775","39,588",9.42,0.19%
15-01-2020,"39,611","39,646","39,708","39,477",10.79,0.42%
14-01-2020,"39,447","39,500","39,530","39,262",12.16,-0.25%
13-01-2020,"39,546","39,722","39,801","39,523",13.48,-0.82%
10-01-2020,"39,871","39,718","39,913","39,568",15.61,0.10%
09-01-2020,"39,830","40,036","40,144","39,610",18.79,-0.70%
08-01-2020,"40,110","40,946","41,293","39,922",29.94,-1.36%
07-01-2020,"40,663","40,350","40,693","40,203",16.49,0.47%
06-01-2020,"40,472","40,250","41,096","40,250",21.49,0.90%
03-01-2020,"40,112","39,500","40,143","39,500",20.36,2.13%
02-01-2020,"39,277","39,051","39,400","39,041",14.13,0.54%
01-01-2020,"39,067","39,108","39,113","38,957",2.81,-0.10%
31-12-2019,"39,108","39,053","39,270","39,011",11.48,0.35%
30-12-2019,"38,971","39,067","39,090","38,904",10.61,-0.28%
27-12-2019,"39,080","38,930","39,095","38,787",11.85,0.51%
26-12-2019,"38,882","38,635","38,948","38,635",14.26,0.63%
24-12-2019,"38,639","38,330","38,667","38,292",10.75,1.00%
23-12-2019,"38,257","38,040","38,287","38,040",9.44,0.70%
20-12-2019,"37,991","38,040","38,120","37,951",9.2,-0.31%
19-12-2019,"38,109","37,959","38,130","37,860",10.52,0.52%
18-12-2019,"37,912","37,959","37,995","37,802",10.14,-0.07%
17-12-2019,"37,940","37,869","37,980","37,845",10.38,0.18%
16-12-2019,"37,871","37,725","37,967","37,725",11.17,0.26%
13-12-2019,"37,773","37,466","37,840","37,466",16.52,0.61%
12-12-2019,"37,544","37,770","38,068","37,470",19.75,-0.41%
11-12-2019,"37,699","37,580","37,738","37,520",9.23,0.34%
10-12-2019,"37,571","37,677","37,700","37,534",10.37,-0.03%
09-12-2019,"37,583","37,679","37,698","37,563",7.35,-0.31%
06-12-2019,"37,699","38,011","38,119","37,655",12.24,-1.41%
05-12-2019,"38,237","38,850","38,850","38,192",0.01,0.16%
04-12-2019,"38,176","38,331","38,450","38,140",0.07,-0.19%
03-12-2019,"38,250","37,930","38,768","37,880",0.05,0.79%
02-12-2019,"37,952","37,717","38,028","37,100",0.48,-0.21%
29-11-2019,"38,031","37,782","38,114","37,693",5.66,0.82%
28-11-2019,"37,723","37,573","37,748","37,540",8.53,0.53%
27-11-2019,"37,525","37,690","37,690","37,482",11.04,-0.51%
26-11-2019,"37,718","37,696","37,777","37,520",12.28,-0.01%
25-11-2019,"37,723","37,935","37,935","37,705",11.46,-0.45%
22-11-2019,"37,895","37,929","38,135","37,871",12.41,-0.15%
21-11-2019,"37,953","38,155","38,193","37,920",11.85,-0.53%
20-11-2019,"38,155","38,220","38,330","38,001",14.62,-0.13%
19-11-2019,"38,205","38,230","38,230","37,920",13.86,-0.06%
18-11-2019,"38,229","37,918","38,247","37,791",14.48,0.62%
15-11-2019,"37,994","38,236","38,236","37,921",10.43,-0.71%
14-11-2019,"38,266","38,060","38,318","38,059",13.32,0.44%
13-11-2019,"38,097","37,787","38,148","37,781",14.24,1.00%
12-11-2019,"37,720","37,680","37,793","37,522",7.61,0.11%
11-11-2019,"37,680","37,687","37,848","37,510",11.49,-0.02%
08-11-2019,"37,687","37,747","37,869","37,477",15.03,0.30%
07-11-2019,"37,575","38,245","38,245","37,520",18.9,-1.76%
06-11-2019,"38,247","37,906","38,286","37,906",12.14,0.97%
05-11-2019,"37,881","38,369","38,396","37,851",16.01,-1.54%
04-11-2019,"38,472","38,391","38,510","38,331",8.95,0.42%
01-11-2019,"38,310","38,500","38,546","38,265",11.75,-0.69%
31-10-2019,"38,578","38,105","38,603","38,037",15.13,1.29%
30-10-2019,"38,088","37,920","38,129","37,894",10.37,0.45%
29-10-2019,"37,916","37,939","38,045","37,801",10.85,-0.02%
28-10-2019,"37,922","38,283","38,283","37,895",6.37,-0.92%
27-10-2019,"38,275","38,319","38,340","38,260",0.97,0.02%
25-10-2019,"38,269","38,332","38,618","38,215",15,-0.22%
24-10-2019,"38,352","38,036","38,372","37,990",12.86,0.92%
23-10-2019,"38,003","37,944","38,099","37,944",10.71,0.32%
22-10-2019,"37,881","37,883","37,950","37,822",11.33,-0.02%
21-10-2019,"37,890","38,010","38,090","37,867",7.97,-0.52%
18-10-2019,"38,089","38,142","38,194","37,965",12.56,-0.28%
17-10-2019,"38,196","38,181","38,233","37,972",14.51,-0.06%
16-10-2019,"38,219","38,137","38,240","37,937",17.58,0.48%
15-10-2019,"38,036","38,235","38,425","37,972",16.35,-0.50%
14-10-2019,"38,226","37,894","38,280","37,771",14.54,1.01%
11-10-2019,"37,845","38,002","38,350","37,691",17.31,-0.82%
10-10-2019,"38,159","38,526","38,545","38,077",14.45,-0.88%
09-10-2019,"38,497","38,451","38,574","38,272",12.08,0.30%
08-10-2019,"38,383","38,320","38,599","38,225",6.95,0.68%
07-10-2019,"38,123","38,410","38,470","38,037",11.49,0.18%
04-10-2019,"38,055","37,925","38,350","37,837",0.05,0.17%
03-10-2019,"37,990","37,825","38,099","37,735",0.13,1.82%
01-10-2019,"37,311","37,003","37,513","36,771",1.47,1.08%
30-09-2019,"36,913","37,550","37,640","36,832",8.65,-2.22%
27-09-2019,"37,750","37,753","37,836","37,310",15.49,-0.12%
26-09-2019,"37,794","37,688","37,849","37,452",15.44,0.51%
25-09-2019,"37,602","38,072","38,194","37,485",15.54,-1.33%
24-09-2019,"38,108","37,825","38,190","37,770",14.29,0.49%
23-09-2019,"37,924","37,800","37,974","37,731",12.09,0.60%
20-09-2019,"37,697","37,714","37,750","37,438",12.82,0.03%
19-09-2019,"37,686","37,756","37,787","37,532",13.39,-0.43%
18-09-2019,"37,849","37,946","37,965","37,734",13.06,-0.44%
17-09-2019,"38,016","38,050","38,179","37,861",14.94,-0.43%
16-09-2019,"38,180","37,774","38,215","37,774",14.95,1.75%
13-09-2019,"37,524","37,728","37,892","37,449",15.76,-0.60%
12-09-2019,"37,750","37,898","38,228","37,662",22.44,-0.59%
11-09-2019,"37,974","38,207","38,259","37,930",19.75,-0.73%
10-09-2019,"38,253","38,355","38,495","38,205",10.77,-0.57%
09-09-2019,"38,472","38,553","38,697","38,272",17.76,-0.21%
06-09-2019,"38,553","38,800","38,978","38,376",22.37,-0.88%
05-09-2019,"38,894","39,582","39,628","38,514",22.37,-2.33%
04-09-2019,"39,823","39,651","39,885","39,358",18.67,0.36%
03-09-2019,"39,680","38,915","39,740","38,898",20.76,1.52%
02-09-2019,"39,087","38,859","39,119","38,846",5.78,1.11%
30-08-2019,"38,656","38,650","38,948","38,611",15.84,-0.38%
29-08-2019,"38,803","39,180","39,425","38,675",19.97,-0.92%
28-08-2019,"39,165","38,947","39,290","38,861",15.77,0.31%
27-08-2019,"39,044","38,797","39,084","38,713",16.11,0.56%
26-08-2019,"38,828","39,134","39,340","38,800",19.72,0.16%
23-08-2019,"38,765","38,052","38,821","37,960",19.26,1.57%
22-08-2019,"38,165","37,950","38,220","37,916",14.09,0.45%
21-08-2019,"37,993","37,903","38,041","37,814",12.26,-0.03%
20-08-2019,"38,004","37,750","38,077","37,678",15.15,0.48%
19-08-2019,"37,823","37,737","37,888","37,605",15.66,-0.30%
16-08-2019,"37,938","38,143","38,220","37,705",14.76,-0.59%
14-08-2019,"38,163","37,788","38,340","37,693",18.59,1.03%
13-08-2019,"37,775","38,449","38,666","37,344",23.67,-1.22%
12-08-2019,"38,241","38,257","38,349","38,152",5.25,0.66%
09-08-2019,"37,992","37,976","38,148","37,815",13.01,0.62%
08-08-2019,"37,757","37,994","38,090","37,624",15.11,-1.21%
07-08-2019,"38,218","37,830","38,488","37,613",25.09,1.92%
06-08-2019,"37,497","37,327","37,530","36,921",17.11,2.70%
05-08-2019,"36,511","36,192","36,540","36,020",0.57,2.63%
02-08-2019,"35,577","34,997","35,644","34,947",0.48,1.89%
01-08-2019,"34,916","34,297","35,141","34,265",2.28,1.16%
31-07-2019,"34,517","34,543","34,666","34,415",8.94,-0.03%
30-07-2019,"34,529","34,704","34,773","34,291",15.64,-0.52%
29-07-2019,"34,709","34,750","34,830","34,670",9.33,-0.18%
26-07-2019,"34,773","34,819","34,976","34,723",10.05,-0.13%
25-07-2019,"34,817","35,000","35,117","34,780",13.43,-0.60%
24-07-2019,"35,027","35,049","35,094","34,925",10.48,0.02%
23-07-2019,"35,021","35,000","35,150","34,886",12.59,-0.32%
22-07-2019,"35,132","35,109","35,206","35,050",8.96,0.27%
19-07-2019,"35,036","35,321","35,409","35,000",17.76,-0.34%
18-07-2019,"35,156","35,050","35,191","34,880",17.46,0.19%
17-07-2019,"35,090","34,787","35,139","34,682",17.5,0.80%
16-07-2019,"34,812","34,883","34,946","34,710",20.54,-0.20%
15-07-2019,"34,882","34,897","34,969","34,768",13.91,-0.07%
12-07-2019,"34,905","34,742","34,950","34,708",16.23,0.59%
11-07-2019,"34,701","34,939","35,145","34,675",20.84,-0.40%
10-07-2019,"34,839","34,532","34,885","34,370",20.29,0.74%
09-07-2019,"34,582","34,525","34,626","34,340",17.01,0.01%
08-07-2019,"34,579","34,550","34,828","34,510",15.27,-0.01%
05-07-2019,"34,583","34,250","35,100","34,205",42.52,1.07%
04-07-2019,"34,217","34,300","34,315","34,125",12.11,-0.08%
03-07-2019,"34,246","34,280","34,499","34,188",18.3,0.60%
02-07-2019,"34,042","33,691","34,070","33,691",13.97,1.19%
01-07-2019,"33,643","34,138","34,138","33,620",18.75,-1.65%
28-06-2019,"34,206","34,484","34,484","34,152",15.2,0.09%
27-06-2019,"34,175","34,333","34,333","34,030",12.76,-0.62%
26-06-2019,"34,387","34,465","34,465","34,176",18.94,-0.49%
25-06-2019,"34,556","34,490","34,893","34,396",26.63,0.33%
24-06-2019,"34,441","34,290","34,475","34,254",14.78,0.80%
21-06-2019,"34,167","34,070","34,468","33,900",22.92,0.41%
20-06-2019,"34,026","33,340","34,068","33,340",22.73,2.86%
19-06-2019,"33,079","32,985","33,115","32,971",11.19,0.17%
18-06-2019,"33,024","33,045","33,258","32,915",18.14,0.01%
17-06-2019,"33,021","33,059","33,140","32,886",12.25,-0.07%
14-06-2019,"33,045","32,980","33,344","32,980",16.8,0.26%
13-06-2019,"32,959","32,758","32,980","32,726",11.16,0.65%
12-06-2019,"32,745","32,674","32,848","32,674",10.41,0.35%
11-06-2019,"32,632","32,692","32,705","32,486",9.4,-0.09%
10-06-2019,"32,660","32,850","32,850","32,630",7.92,-0.84%
07-06-2019,"32,936","32,721","33,040","32,672",13.81,0.41%
06-06-2019,"32,800","32,688","32,834","32,688",8.06,0.31%
05-06-2019,"32,700","32,700","32,700","32,700",,0.67%
04-06-2019,"32,482","32,374","32,596","32,299",0.03,0.24%
03-06-2019,"32,404","32,207","32,450","32,162",0.4,0.95%
31-05-2019,"32,098","31,821","32,124","31,821",5.5,0.91%
30-05-2019,"31,809","31,560","31,884","31,534",9.55,0.24%
29-05-2019,"31,733","31,634","31,845","31,622",10.13,0.61%
28-05-2019,"31,540","31,621","31,693","31,485",9.24,-0.23%
27-05-2019,"31,613","31,555","31,695","31,555",7.07,0.26%
24-05-2019,"31,530","31,646","31,680","31,483",7.19,-0.43%
23-05-2019,"31,667","31,347","31,735","31,232",10.28,0.78%
22-05-2019,"31,422","31,440","31,538","31,391",7.56,0.02%
21-05-2019,"31,416","31,480","31,524","31,376",9.62,-0.38%
20-05-2019,"31,537","31,679","31,679","31,376",11.14,-0.80%
17-05-2019,"31,791","31,981","32,021","31,755",12.11,-0.58%
16-05-2019,"31,976","32,162","32,309","31,911",12.03,-0.88%
15-05-2019,"32,259","32,320","32,419","32,150",11.67,0.06%
14-05-2019,"32,241","32,450","32,454","32,231",11.4,-0.79%
13-05-2019,"32,498","31,987","32,538","31,862",16.39,1.86%
10-05-2019,"31,904","31,906","32,003","31,782",10.52,-0.04%
09-05-2019,"31,916","31,713","32,050","31,708",13.55,0.73%
08-05-2019,"31,685","31,750","31,925","31,660",11.16,-0.14%
07-05-2019,"31,729","31,585","31,745","31,517",9.36,0.53%
06-05-2019,"31,563","31,500","31,650","31,471",10.05,0.37%
03-05-2019,"31,447","31,331","31,475","31,240",10.87,0.33%
02-05-2019,"31,345","31,681","31,681","31,250",12.94,-1.24%
01-05-2019,"31,740","31,713","31,764","31,655",5.4,-0.05%
30-04-2019,"31,756","31,909","31,909","31,706",11.06,-0.57%
26-04-2019,"31,939","31,980","31,996","31,758",10.41,0.09%
25-04-2019,"31,911","31,786","32,025","31,704",10.58,0.29%
24-04-2019,"31,818","31,500","31,838","31,499",9.21,0.81%
23-04-2019,"31,562","31,606","31,640","31,450",10.93,-0.11%
22-04-2019,"31,596","31,550","31,780","31,550",8.65,0.42%
18-04-2019,"31,463","31,450","31,616","31,403",10.01,-0.05%
17-04-2019,"31,480","31,648","31,648","31,453",4.87,-0.22%
16-04-2019,"31,548","31,800","31,865","31,523",12.4,-0.97%
15-04-2019,"31,856","31,800","31,874","31,680",8.11,-0.02%
12-04-2019,"31,862","31,838","31,980","31,805",9.29,0.35%
11-04-2019,"31,750","32,232","32,232","31,734",13.29,-1.64%
10-04-2019,"32,281","32,161","32,293","32,086",10.14,0.25%
09-04-2019,"32,201","32,225","32,274","32,121",9.91,0.05%
08-04-2019,"32,186","31,900","32,287","31,900",9.52,1.44%
05-04-2019,"31,729","31,600","31,865","31,600",0.01,0.75%
04-04-2019,"31,492","31,471","31,501","31,471",0.01,0.01%
03-04-2019,"31,489","31,462","31,539","31,402",0.03,0.00%
02-04-2019,"31,490","31,547","32,430","31,450",0.07,-0.11%
01-04-2019,"31,526","31,695","31,710","31,510",1.13,-0.66%
29-03-2019,"31,734","31,588","31,819","31,500",8.68,0.40%
28-03-2019,"31,607","32,000","32,038","31,576",13.21,-1.28%
27-03-2019,"32,016","32,150","32,180","31,986",13.05,-0.27%
26-03-2019,"32,104","32,180","32,204","32,015",10.44,-0.37%
25-03-2019,"32,224","32,150","32,246","32,072",9.84,0.26%
22-03-2019,"32,140","31,852","32,165","31,620",14.79,1.01%
21-03-2019,"31,819","31,911","32,038","31,767",6.07,0.38%
20-03-2019,"31,697","31,907","31,939","31,665",12.3,-0.82%
19-03-2019,"31,960","31,725","32,006","31,657",11.51,0.97%
18-03-2019,"31,652","31,750","31,750","31,553",10.41,-0.55%
15-03-2019,"31,826","31,886","31,940","31,742",10.69,0.06%
14-03-2019,"31,808","32,153","32,192","31,781",13.35,-1.24%
13-03-2019,"32,207","32,050","32,319","32,050",12.52,0.65%
12-03-2019,"32,000","31,984","32,043","31,870",10.24,0.33%
11-03-2019,"31,896","32,124","32,154","31,875",11.06,-0.84%
08-03-2019,"32,167","31,970","32,227","31,940",12.38,0.73%
07-03-2019,"31,934","31,931","31,965","31,777",14.28,-0.04%
06-03-2019,"31,948","32,170","32,298","31,871",15.84,-0.42%
05-03-2019,"32,083","32,409","32,428","32,070",12.63,-0.89%
04-03-2019,"32,370","32,550","32,550","32,255",7.21,-0.83%
01-03-2019,"32,640","32,950","33,007","32,600",14.86,-1.03%
28-02-2019,"32,981","33,320","33,385","32,966",13.87,-0.92%
27-02-2019,"33,286","33,461","33,617","33,242",11.42,-0.24%
26-02-2019,"33,367","33,450","33,598","33,334",10.15,0.20%
25-02-2019,"33,300","33,511","33,539","33,277",8.86,-0.65%
22-02-2019,"33,517","33,448","33,560","33,330",11.52,0.20%
21-02-2019,"33,449","33,780","33,799","33,417",18.19,-1.24%
20-02-2019,"33,870","33,943","34,031","33,833",10.32,-0.09%
19-02-2019,"33,899","33,650","33,918","33,581",10.73,0.87%
18-02-2019,"33,608","33,450","33,625","33,450",6.5,0.67%
15-02-2019,"33,384","33,140","33,410","33,140",8.92,0.92%
14-02-2019,"33,079","32,950","33,107","32,874",9.13,0.21%
13-02-2019,"33,011","32,854","33,145","32,805",8.41,0.49%
12-02-2019,"32,851","32,995","33,075","32,813",8.53,-0.59%
11-02-2019,"33,046","33,200","33,200","32,908",8.75,-0.59%
08-02-2019,"33,242","33,199","33,258","33,011",8.69,0.22%
07-02-2019,"33,169","33,285","33,285","33,035",9.99,-0.47%
06-02-2019,"33,327","33,360","33,445","33,292",7.08,0.25%
05-02-2019,"33,245","33,400","33,449","33,081",0.02,-0.28%
04-02-2019,"33,339","33,750","33,750","33,180",0.11,-0.20%
01-02-2019,"33,405","33,057","33,464","32,953",1.74,1.06%
31-01-2019,"33,056","32,988","33,272","32,925",8.25,0.48%
30-01-2019,"32,899","32,918","32,989","32,827",8.64,0.00%
29-01-2019,"32,900","32,545","32,939","32,545",10.57,1.08%
28-01-2019,"32,547","32,340","32,589","32,340",7.37,0.63%
25-01-2019,"32,343","32,032","32,382","32,009",9.49,1.03%
24-01-2019,"32,013","32,138","32,151","31,981",7.95,-0.40%
23-01-2019,"32,140","32,159","32,217","32,057",7.91,-0.06%
22-01-2019,"32,160","31,998","32,194","31,957",8.66,0.37%
21-01-2019,"32,043","32,044","32,195","31,985",7.05,-0.15%
18-01-2019,"32,091","32,276","32,319","32,055",9.5,-0.55%
17-01-2019,"32,268","32,290","32,390","32,205",9.32,-0.06%
16-01-2019,"32,286","32,198","32,307","32,110",9.48,0.33%
15-01-2019,"32,180","32,130","32,277","32,110",10.51,0.12%
14-01-2019,"32,141","31,989","32,220","31,975",9.97,0.67%
11-01-2019,"31,928","31,953","32,076","31,895",9.14,0.15%
10-01-2019,"31,880","32,048","32,135","31,853",10.61,-0.38%
09-01-2019,"32,001","31,633","32,023","31,633",11.63,0.82%
08-01-2019,"31,741","31,618","31,760","31,565",10.08,0.29%
07-01-2019,"31,648","31,529","31,758","31,448",11.13,0.61%
04-01-2019,"31,456","31,879","31,879","31,441",12.11,-1.05%
03-01-2019,"31,789","31,700","31,938","31,681",11.91,0.57%
02-01-2019,"31,610","31,421","31,704","31,369",10.09,0.60%
01-01-2019,"31,422","31,409","31,461","31,357",2.07,0.10%
31-12-2018,"31,391","31,571","31,595","31,300",9.8,-0.66%
28-12-2018,"31,598","31,665","31,734","31,585",10.04,-0.36%
27-12-2018,"31,713","31,500","31,768","31,500",8.76,0.49%
26-12-2018,"31,559","31,470","31,740","31,470",10.27,0.31%
24-12-2018,"31,460","31,300","31,470","31,270",8.88,0.86%
21-12-2018,"31,193","31,244","31,387","31,148",9.68,-0.38%
20-12-2018,"31,311","31,159","31,343","31,002",13.63,0.27%
19-12-2018,"31,227","31,100","31,344","31,064",9.95,0.21%
18-12-2018,"31,163","31,530","31,563","31,134",12.48,-1.48%
17-12-2018,"31,630","31,496","31,659","31,411",6.65,0.24%
14-12-2018,"31,553","31,568","31,641","31,503",7.61,0.08%
13-12-2018,"31,527","31,636","31,698","31,486",8.06,-0.65%
12-12-2018,"31,732","31,817","31,838","31,692",8.14,-0.64%
11-12-2018,"31,935","31,949","31,988","31,740",9.65,-0.29%
10-12-2018,"32,028","31,647","32,118","31,530",12.29,1.37%
07-12-2018,"31,595","31,071","32,021","31,024",12.37,1.63%
06-12-2018,"31,089","31,150","31,296","31,062",10.33,0.78%
05-12-2018,"30,847","30,901","30,901","30,810",0.01,-0.34%
04-12-2018,"30,952","30,786","31,019","30,751",0.04,0.66%
03-12-2018,"30,748","30,392","30,853","30,392",0.43,1.68%
30-11-2018,"30,240","30,195","30,358","30,107",8.95,0.12%
29-11-2018,"30,204","30,338","30,339","30,155",8.12,-0.76%
28-11-2018,"30,434","30,365","30,578","30,250",9.02,0.11%
27-11-2018,"30,402","30,563","30,630","30,365",8.13,-0.47%
26-11-2018,"30,547","30,471","30,661","30,445",7.62,0.17%
23-11-2018,"30,495","30,540","30,548","30,412",3.37,-0.37%
22-11-2018,"30,609","30,855","30,880","30,568",7.46,-0.70%
21-11-2018,"30,825","30,775","30,895","30,725",7.09,0.04%
20-11-2018,"30,814","30,787","30,990","30,758",7.04,-0.21%
19-11-2018,"30,879","31,010","31,040","30,765",8.24,-0.41%
16-11-2018,"31,007","30,845","31,147","30,810",8.58,0.60%
15-11-2018,"30,821","30,924","30,937","30,720",7.28,0.00%
14-11-2018,"30,822","30,704","30,846","30,605",8,0.17%
13-11-2018,"30,769","30,909","30,919","30,751",7.16,-0.75%
12-11-2018,"31,001","31,100","31,169","30,969",6.43,-0.05%
09-11-2018,"31,016","31,310","31,372","30,942",7.95,-1.24%
08-11-2018,"31,406","31,501","31,501","31,212",4.91,-0.58%
07-11-2018,"31,589","31,687","31,687","31,551",1.71,-0.18%
06-11-2018,"31,646","31,718","31,876","31,632",7.65,-0.18%
05-11-2018,"31,702","31,736","31,835","31,681",7.12,-0.15%
02-11-2018,"31,750","31,821","31,835","31,600",12.46,-0.45%
01-11-2018,"31,892","31,787","31,938","31,745",9.54,0.45%
31-10-2018,"31,748","31,851","31,899","31,711",9.79,-0.28%
30-10-2018,"31,837","31,919","31,939","31,760",8.86,-0.16%
29-10-2018,"31,888","31,903","32,020","31,846",7.51,-0.15%
26-10-2018,"31,937","31,964","32,213","31,901",15.77,0.24%
25-10-2018,"31,861","32,114","32,114","31,841",11.68,-0.16%
24-10-2018,"31,913","31,970","32,029","31,785",10.65,-0.47%
23-10-2018,"32,064","31,965","32,280","31,958",13.04,0.53%
22-10-2018,"31,894","31,880","31,916","31,800",6.47,-0.03%
19-10-2018,"31,902","32,047","32,047","31,863",6.92,-0.53%
18-10-2018,"32,072","31,937","32,097","31,826",4.79,0.66%
17-10-2018,"31,861","31,834","32,020","31,783",8.24,-0.02%
16-10-2018,"31,868","32,072","32,160","31,851",9.9,-0.62%
15-10-2018,"32,066","31,900","32,311","31,831",12.86,0.69%
12-10-2018,"31,846","31,898","31,898","31,730",8.34,-0.45%
11-10-2018,"31,991","31,447","32,014","31,431",14.88,1.94%
10-10-2018,"31,381","31,366","31,395","31,267",6.28,0.31%
09-10-2018,"31,283","31,305","31,400","31,231",7.15,0.20%
08-10-2018,"31,220","31,531","31,531","31,202",9.59,0.21%
05-10-2018,"31,154","30,950","31,429","30,925",0.01,0.08%
04-10-2018,"31,130","31,053","31,180","31,000",0.03,0.39%
03-10-2018,"31,009","31,350","31,350","30,840",0.1,1.36%
01-10-2018,"30,592","30,501","30,694","30,370",0.86,0.36%
28-09-2018,"30,481","30,328","30,520","30,220",7.8,0.52%
27-09-2018,"30,324","30,635","30,665","30,300",10.22,-0.88%
26-09-2018,"30,593","30,800","30,810","30,567",10.01,-0.73%
25-09-2018,"30,819","30,797","30,847","30,730",8.81,-0.07%
24-09-2018,"30,842","30,613","30,892","30,595",9,0.85%
21-09-2018,"30,582","30,700","30,904","30,485",13.38,-0.06%
20-09-2018,"30,599","30,600","30,670","30,562",3.93,-0.09%
19-09-2018,"30,627","30,716","30,928","30,613",11.31,-0.54%
18-09-2018,"30,793","30,707","30,928","30,644",9.41,0.06%
17-09-2018,"30,776","30,558","30,800","30,558",11.69,1.12%
14-09-2018,"30,436","30,533","30,637","30,370",10.63,-0.05%
13-09-2018,"30,450","30,604","30,679","30,424",5.37,-0.66%
12-09-2018,"30,651","30,721","30,765","30,410",13.76,-0.21%
11-09-2018,"30,717","30,630","30,738","30,535",9.95,0.01%
10-09-2018,"30,715","30,569","30,729","30,495",8.72,0.72%
07-09-2018,"30,494","30,544","30,544","30,385",8.84,-0.17%
06-09-2018,"30,547","30,400","30,700","30,400",12.75,0.77%
05-09-2018,"30,315","30,219","30,437","30,219",8.71,0.45%
04-09-2018,"30,178","30,265","30,298","30,137",9.61,-0.49%
03-09-2018,"30,327","30,100","30,347","30,070",6.78,0.66%
31-08-2018,"30,129","30,294","30,359","30,110",10.13,-0.14%
30-08-2018,"30,170","30,151","30,316","30,110",9.35,-0.06%
29-08-2018,"30,188","30,004","30,200","30,003",7.96,0.55%
28-08-2018,"30,024","30,055","30,210","30,001",9,0.07%
27-08-2018,"30,002","29,910","30,081","29,883",6.68,0.33%
24-08-2018,"29,903","29,600","29,967","29,570",9.85,1.00%
23-08-2018,"29,608","29,628","29,680","29,540",7.26,-0.24%
22-08-2018,"29,678","29,700","29,795","29,636",4.74,0.25%
21-08-2018,"29,605","29,548","29,627","29,501",6.88,0.37%
20-08-2018,"29,497","29,465","29,525","29,423",5.91,0.50%
17-08-2018,"29,349","29,330","29,451","29,268",6.59,0.06%
16-08-2018,"29,330","29,600","29,600","29,283",10.98,-1.36%
14-08-2018,"29,735","29,700","29,817","29,640",6.15,0.03%
13-08-2018,"29,725","29,826","29,893","29,705",8.96,-0.19%
10-08-2018,"29,783","29,696","29,815","29,602",7.34,0.39%
09-08-2018,"29,668","29,640","29,734","29,585",5.71,0.20%
08-08-2018,"29,610","29,626","29,694","29,546",6.9,0.04%
07-08-2018,"29,597","29,668","29,734","29,585",5.9,-0.11%
06-08-2018,"29,629","29,690","29,697","29,610",4.24,0.48%
03-08-2018,"29,486","29,411","29,900","29,400",0.01,0.00%
02-08-2018,"29,487","29,480","29,565","29,451",0.13,0.22%
01-08-2018,"29,422","29,615","29,670","29,369",0.62,-0.78%
31-07-2018,"29,653","29,705","29,726","29,565",5.42,-0.31%
30-07-2018,"29,745","29,705","29,792","29,687",4.54,-0.12%
27-07-2018,"29,780","29,750","29,825","29,652",7.37,-0.03%
26-07-2018,"29,788","29,841","29,904","29,771",6.16,-0.42%
25-07-2018,"29,915","29,811","29,988","29,791",7.27,0.17%
24-07-2018,"29,863","29,845","29,932","29,731",6.92,-0.03%
23-07-2018,"29,872","29,921","29,984","29,825",6.58,-0.16%
20-07-2018,"29,920","29,800","29,960","29,733",5.6,0.12%
19-07-2018,"29,885","29,800","29,945","29,658",7.32,0.40%
18-07-2018,"29,766","29,751","29,780","29,638",7.03,0.12%
17-07-2018,"29,729","30,019","30,087","29,701",8.38,-1.17%
16-07-2018,"30,080","30,177","30,225","30,060",4.81,-0.08%
13-07-2018,"30,105","30,146","30,183","30,014",6.46,-0.14%
12-07-2018,"30,147","30,240","30,290","30,137",6.41,-0.54%
11-07-2018,"30,310","30,479","30,515","30,291",5.49,-0.71%
