Date,Price,Open,High,Low,Vol.,Change %
25-05-2023,"59,460","59,700","59,955","59,363",8.44,-0.67%
24-05-2023,"59,860","60,196","60,389","59,725",7.56,-0.56%
23-05-2023,"60,197","60,000","60,245","59,739",8.76,-0.07%
22-05-2023,"60,241","60,245","60,430","60,111",5.59,-0.23%
19-05-2023,"60,379","59,766","60,490","59,721",8.23,1.10%
18-05-2023,"59,723","60,100","60,153","59,540",8.39,-0.70%
17-05-2023,"60,145","60,333","60,445","59,960",5.63,-0.16%
16-05-2023,"60,244","61,498","61,498","60,190",7.99,-1.28%
15-05-2023,"61,027","60,910","61,138","60,820",4.38,0.23%
12-05-2023,"60,887","60,795","61,080","60,525",6.36,-0.01%
11-05-2023,"60,892","61,279","61,515","60,825",8.45,-0.62%
10-05-2023,"61,270","61,270","61,651","60,976",7.21,-0.24%
09-05-2023,"61,419","60,910","61,460","60,905",5.49,0.81%
08-05-2023,"60,927","60,783","61,090","60,771",4.04,0.49%
05-05-2023,"60,628","61,566","61,629","60,250",8.69,-1.41%
04-05-2023,"61,493","61,200","61,845","61,053",7.72,0.87%
03-05-2023,"60,965","60,740","61,022","60,535",4.44,0.56%
02-05-2023,"60,628","59,755","60,771","59,700",7.95,1.45%
01-05-2023,"59,764","59,867","60,328","59,711",4.02,-0.26%
28-04-2023,"59,919","59,853","60,050","59,625",5.35,0.03%
27-04-2023,"59,901","60,150","60,299","59,547",8.39,0.01%
26-04-2023,"59,893","60,210","60,428","59,825",7.08,-0.61%
25-04-2023,"60,261","60,033","60,320","59,709",6.87,0.43%
24-04-2023,"60,001","59,865","60,033","59,587",5.55,0.26%
21-04-2023,"59,845","60,381","60,476","59,622",9.21,-1.09%
20-04-2023,"60,503","60,245","60,689","60,157",5.64,0.36%
19-04-2023,"60,288","60,448","60,509","59,653",9.61,-0.33%
18-04-2023,"60,488","60,229","60,650","60,111",5.67,0.51%
17-04-2023,"60,180","60,351","60,625","59,871",5.82,-0.25%
14-04-2023,"60,329","61,038","61,170","60,088",6.89,-1.48%
13-04-2023,"61,238","60,731","61,371","60,693",5.93,1.01%
12-04-2023,"60,628","60,779","61,070","60,360",6.57,0.20%
11-04-2023,"60,505","60,170","60,599","60,170",3.99,0.74%
10-04-2023,"60,063","60,402","60,417","59,912",4.68,-0.74%
06-04-2023,"60,511","60,679","60,836","60,330",5.74,-0.41%
05-04-2023,"60,761","60,779","60,822","60,569",0.02,0.23%
04-04-2023,"60,620","61,399","61,399","59,610",0.05,1.51%
03-04-2023,"59,716","59,200","59,900","59,040",0.13,0.53%
31-03-2023,"59,402","59,425","59,650","59,310",0.44,0.14%
30-03-2023,"59,316","59,000","59,400","58,850",1.1,0.64%
29-03-2023,"58,941","58,918","59,074","58,747",5.06,-0.17%
28-03-2023,"59,042","58,718","59,232","58,500",5.06,0.88%
27-03-2023,"58,526","59,300","59,310","58,405",7.51,-1.26%
24-03-2023,"59,273","59,490","59,975","59,190",7.93,-0.49%
23-03-2023,"59,565","59,231","59,618","58,930",8.24,1.38%
22-03-2023,"58,756","58,563","58,810","58,462",5.17,0.30%
21-03-2023,"58,579","59,594","59,705","58,534",8.27,-1.56%
20-03-2023,"59,506","59,418","60,455","59,232",9.99,0.21%
17-03-2023,"59,383","58,269","59,461","58,143",7.74,2.37%
16-03-2023,"58,006","57,955","58,525","57,845",7.27,-0.57%
15-03-2023,"58,336","57,380","58,661","57,068",10.02,1.48%
14-03-2023,"57,483","57,483","57,738","57,231",6.12,-0.28%
13-03-2023,"57,642","56,667","57,680","56,353",10.61,2.66%
10-03-2023,"56,150","55,325","56,190","55,270",7.08,1.54%
09-03-2023,"55,301","54,855","55,401","54,771",5.79,0.71%
08-03-2023,"54,911","54,935","55,112","54,850",4.24,-0.20%
07-03-2023,"55,022","55,700","55,700","55,000",4.56,-1.34%
06-03-2023,"55,769","55,878","55,982","55,751",4.47,0.09%
03-03-2023,"55,721","55,899","55,899","55,580",4.59,-0.03%
02-03-2023,"55,739","55,777","55,925","55,705",4.55,-0.16%
01-03-2023,"55,830","55,760","56,020","55,627",4.58,0.13%
28-02-2023,"55,756","55,402","55,798","55,132",5.46,0.50%
27-02-2023,"55,476","55,397","55,497","55,290",4.26,0.08%
24-02-2023,"55,432","55,707","55,790","55,380",5.41,-0.28%
23-02-2023,"55,587","55,954","56,010","55,511",6.62,-0.88%
22-02-2023,"56,083","56,169","56,395","56,027",4.42,-0.15%
21-02-2023,"56,168","56,191","56,310","56,003",5.38,-0.08%
20-02-2023,"56,213","56,209","56,345","56,188",3.3,-0.08%
17-02-2023,"56,257","55,975","56,287","55,691",7.49,0.05%
16-02-2023,"56,228","56,225","56,279","55,910",6.84,0.18%
15-02-2023,"56,126","56,666","56,674","56,078",8.24,-1.10%
14-02-2023,"56,750","56,611","56,999","56,478",9.68,0.45%
13-02-2023,"56,497","56,762","56,920","56,470",4.94,-0.43%
10-02-2023,"56,741","56,760","56,865","56,496",8.49,-0.20%
09-02-2023,"56,852","57,238","57,419","56,750",6.62,-0.63%
08-02-2023,"57,215","57,220","57,384","56,986",6.03,-0.07%
07-02-2023,"57,257","57,000","57,380","56,950",7.13,0.53%
06-02-2023,"56,955","56,638","57,195","56,638",5.47,-1.02%
03-02-2023,"57,543","57,865","58,000","56,801",0.04,-0.98%
02-02-2023,"58,114","58,826","58,826","57,700",0.05,0.28%
01-02-2023,"57,952","57,150","58,099","57,100",0.08,1.24%
31-01-2023,"57,242","56,860","57,270","56,620",0.21,0.81%
30-01-2023,"56,782","56,900","57,149","56,720",2.1,-0.13%
27-01-2023,"56,857","56,760","56,985","56,640",6.95,-0.18%
25-01-2023,"56,962","56,940","57,021","56,702",5.17,-0.01%
24-01-2023,"56,969","56,986","57,125","56,775",6.28,0.27%
23-01-2023,"56,815","56,751","56,920","56,514",5.51,0.28%
20-01-2023,"56,658","56,641","56,850","56,560",4.92,0.20%
19-01-2023,"56,546","56,305","56,588","56,245",4.72,0.46%
18-01-2023,"56,286","56,303","56,550","56,122",5.92,-0.12%
17-01-2023,"56,352","56,479","56,521","56,305",4.93,-0.23%
16-01-2023,"56,482","56,467","56,562","56,330",3.95,0.28%
13-01-2023,"56,324","55,915","56,370","55,900",5.89,0.80%
12-01-2023,"55,875","55,792","55,990","55,610",5.52,0.33%
11-01-2023,"55,693","55,819","55,930","55,522",5.19,-0.03%
10-01-2023,"55,712","55,920","55,950","55,640",3.76,-0.27%
09-01-2023,"55,864","55,800","56,175","55,800",4.57,0.22%
06-01-2023,"55,743","55,382","55,790","55,291",5.06,0.82%
05-01-2023,"55,290","55,794","55,920","55,051",6.42,-0.86%
04-01-2023,"55,767","55,620","56,010","55,620",6.97,0.43%
03-01-2023,"55,530","55,280","55,800","55,280",5.42,0.64%
02-01-2023,"55,178","55,052","55,200","55,040",1.61,0.29%
30-12-2022,"55,017","54,975","55,125","54,860",4.36,0.08%
29-12-2022,"54,971","54,720","55,018","54,672",3.86,0.38%
28-12-2022,"54,761","54,923","54,950","54,530",4.12,-0.43%
27-12-2022,"54,997","54,764","55,365","54,692",5.26,0.59%
26-12-2022,"54,677","54,525","54,748","54,520",2.13,0.19%
23-12-2022,"54,574","54,517","54,745","54,441",3.38,0.10%
22-12-2022,"54,521","55,069","55,117","54,445",5.74,-1.00%
21-12-2022,"55,071","54,900","55,220","54,863",4.25,0.32%
20-12-2022,"54,898","54,429","54,995","54,350",8.12,1.18%
19-12-2022,"54,260","54,354","54,490","54,182",4.05,-0.07%
16-12-2022,"54,300","54,157","54,414","54,005",4.99,0.36%
15-12-2022,"54,107","54,481","54,481","53,882",6.78,-1.04%
14-12-2022,"54,674","54,770","54,890","54,580",3.85,-0.13%
13-12-2022,"54,743","54,132","55,047","54,132",6.17,1.13%
12-12-2022,"54,132","54,109","54,294","54,061",4.27,-0.30%
09-12-2022,"54,295","54,262","54,400","54,030",4.34,0.45%
08-12-2022,"54,051","53,999","54,201","53,937",3.48,0.12%
07-12-2022,"53,987","53,810","54,033","53,701",4.27,0.42%
06-12-2022,"53,760","53,561","53,935","53,513",4.66,0.36%
05-12-2022,"53,566","54,348","54,348","53,217",0.01,0.57%
02-12-2022,"53,265","53,337","53,458","53,184",0.02,0.05%
01-12-2022,"53,238","52,838","53,462","52,819",0.05,1.44%
30-11-2022,"52,480","52,509","52,710","52,380",0.16,0.33%
29-11-2022,"52,308","52,247","52,595","52,247",1.17,0.26%
28-11-2022,"52,173","52,421","52,696","52,141",5.12,-0.71%
25-11-2022,"52,544","52,665","52,750","52,405",4.17,-0.24%
24-11-2022,"52,671","52,500","52,748","52,500",3.25,0.42%
23-11-2022,"52,451","52,349","52,475","52,068",5,0.31%
22-11-2022,"52,289","52,475","52,495","52,237",4.46,-0.01%
21-11-2022,"52,292","52,508","52,590","52,136",5.4,-0.56%
18-11-2022,"52,588","52,843","52,990","52,547",4.83,-0.48%
17-11-2022,"52,843","52,950","52,993","52,777",5.38,-0.41%
16-11-2022,"53,062","52,992","53,200","52,942",5.88,0.60%
15-11-2022,"52,745","52,743","53,051","52,675",6.59,0.05%
14-11-2022,"52,718","52,318","52,786","52,300",5.64,0.73%
11-11-2022,"52,334","52,050","52,534","52,050",6.16,0.43%
10-11-2022,"52,109","51,541","52,210","51,481",7.83,1.17%
09-11-2022,"51,506","51,450","51,725","51,315",6.33,-0.24%
08-11-2022,"51,630","50,710","51,685","50,606",7.16,1.38%
07-11-2022,"50,927","50,862","51,060","50,831",4.57,0.12%
04-11-2022,"50,866","50,350","50,900","50,310",9.95,1.36%
03-11-2022,"50,184","50,500","50,500","50,000",10.45,-0.83%
02-11-2022,"50,606","50,560","50,833","50,535",5.83,0.21%
01-11-2022,"50,502","50,351","50,698","50,277",7.22,0.36%
31-10-2022,"50,322","50,266","50,447","50,161",4.8,0.18%
28-10-2022,"50,230","50,765","50,795","50,165",7.89,-1.00%
27-10-2022,"50,737","50,715","50,875","50,576",6.28,0.10%
26-10-2022,"50,687","50,867","50,867","50,610",2.24,0.11%
25-10-2022,"50,633","50,530","50,816","50,336",4.96,0.10%
24-10-2022,"50,580","50,700","50,700","50,517",1.04,-0.09%
21-10-2022,"50,626","50,069","50,649","49,808",12.24,0.96%
20-10-2022,"50,143","50,100","50,410","50,065",7.14,-0.11%
19-10-2022,"50,199","50,397","50,480","50,069",7.78,-0.43%
18-10-2022,"50,414","50,364","50,545","50,310",6.46,-0.12%
17-10-2022,"50,473","50,382","50,747","50,334",6.9,0.42%
14-10-2022,"50,260","50,794","50,974","50,174",10.51,-1.23%
13-10-2022,"50,884","50,891","51,160","50,400",11.08,-0.04%
12-10-2022,"50,905","50,814","51,049","50,762",6.02,-0.37%
11-10-2022,"51,096","50,915","51,218","50,710",7.87,0.14%
10-10-2022,"51,023","51,685","51,685","50,901",10.82,-1.80%
07-10-2022,"51,960","51,904","52,120","51,637",7.68,-0.02%
06-10-2022,"51,972","51,836","52,093","51,790",7.45,0.54%
05-10-2022,"51,692","51,692","51,692","51,692",,1.22%
04-10-2022,"51,070","51,000","51,480","50,800",0.01,1.80%
03-10-2022,"50,165","50,250","50,250","50,130",0.01,0.14%
30-09-2022,"50,094","49,971","50,689","49,935",0.12,0.20%
29-09-2022,"49,994","49,650","50,130","49,650",0.62,0.49%
28-09-2022,"49,750","49,160","49,890","48,980",4.72,0.87%
27-09-2022,"49,319","49,190","49,499","49,082",7.05,0.34%
26-09-2022,"49,150","49,350","49,688","49,105",7.1,-0.51%
23-09-2022,"49,401","50,005","50,057","49,250",8.07,-1.20%
22-09-2022,"50,000","49,314","50,175","49,314",8.73,1.13%
21-09-2022,"49,443","49,189","49,569","49,114",5.55,0.54%
20-09-2022,"49,175","49,400","49,457","49,100",4.4,-0.26%
19-09-2022,"49,302","49,257","49,410","49,044",5.38,-0.16%
16-09-2022,"49,380","49,220","49,504","48,951",7.55,0.14%
15-09-2022,"49,312","49,942","49,942","49,170",8.7,-1.41%
14-09-2022,"50,018","50,069","50,148","50,000",5.42,-0.24%
13-09-2022,"50,138","50,525","50,573","49,972",9.98,-0.97%
12-09-2022,"50,631","50,505","50,780","50,378",7.04,0.20%
09-09-2022,"50,529","50,386","50,739","50,350",5.42,0.34%
08-09-2022,"50,356","50,470","50,743","50,201",5.42,-0.30%
07-09-2022,"50,506","50,207","50,535","50,007",5.63,0.45%
06-09-2022,"50,281","50,555","50,693","50,230",4.58,-0.30%
05-09-2022,"50,433","50,410","50,522","50,404",2.94,0.13%
02-09-2022,"50,368","50,050","50,587","50,050",4.33,0.60%
01-09-2022,"50,070","50,202","50,293","49,876",7.26,-0.68%
31-08-2022,"50,414","50,500","50,661","50,333",3.02,-0.64%
30-08-2022,"50,737","51,151","51,164","50,701",5.67,-1.00%
29-08-2022,"51,250","51,100","51,369","50,830",5.73,0.02%
26-08-2022,"51,238","51,636","51,685","51,120",6.79,-0.90%
25-08-2022,"51,702","51,497","51,846","51,497",5.44,0.51%
24-08-2022,"51,439","51,350","51,569","51,290",3.79,0.04%
23-08-2022,"51,417","51,211","51,520","51,051",5.18,0.50%
22-08-2022,"51,163","51,409","51,409","50,971",5.09,-0.61%
19-08-2022,"51,479","51,524","51,671","51,435",3.95,-0.24%
18-08-2022,"51,603","51,644","51,870","51,565",4.43,0.12%
17-08-2022,"51,543","51,843","51,965","51,470",5.88,-0.57%
16-08-2022,"51,837","52,265","52,265","51,770",6.95,-1.42%
12-08-2022,"52,585","52,382","52,610","52,263",4.57,0.48%
11-08-2022,"52,336","52,144","52,520","52,014",4.92,0.18%
10-08-2022,"52,241","52,450","52,620","52,207",5.87,-0.47%
09-08-2022,"52,489","52,350","52,600","52,279",2.65,0.38%
08-08-2022,"52,288","51,793","52,333","51,793",5.68,-0.02%
05-08-2022,"52,301","52,201","52,401","52,201",0,0.56%
04-08-2022,"52,009","51,651","53,113","51,550",0.01,0.61%
03-08-2022,"51,694","51,300","52,450","51,171",0.01,0.75%
02-08-2022,"51,310","51,563","51,584","51,135",0.02,0.09%
01-08-2022,"51,263","51,250","51,489","51,115",0.23,-0.32%
29-07-2022,"51,426","51,490","51,501","51,159",2.09,0.24%
28-07-2022,"51,304","50,760","51,391","50,760",3.7,1.15%
27-07-2022,"50,720","50,568","50,753","50,505",4.91,0.27%
26-07-2022,"50,584","50,598","50,705","50,465",4.81,0.09%
25-07-2022,"50,536","50,673","50,793","50,446",4.71,-0.21%
22-07-2022,"50,644","50,385","50,870","50,315",5.03,0.53%
21-07-2022,"50,375","50,000","50,480","49,703",7.87,0.30%
20-07-2022,"50,225","50,275","50,465","50,191",4.97,-0.19%
19-07-2022,"50,320","50,300","50,489","50,211",4.61,-0.08%
18-07-2022,"50,361","50,150","50,620","50,150",5.35,0.51%
15-07-2022,"50,107","50,262","50,280","49,957",6.19,-0.24%
14-07-2022,"50,228","50,725","50,729","50,067",7.11,-1.13%
13-07-2022,"50,802","50,431","50,946","50,160",7.58,0.68%
12-07-2022,"50,457","50,680","50,794","50,438",5.63,-0.37%
11-07-2022,"50,644","50,709","50,869","50,616",3.27,-0.27%
08-07-2022,"50,779","50,670","50,973","50,366",5.56,0.31%
07-07-2022,"50,621","50,661","50,830","50,562",4.89,0.24%
06-07-2022,"50,500","51,382","51,520","50,450",8.88,-1.56%
05-07-2022,"51,302","52,199","52,279","51,250",7.77,-1.57%
04-07-2022,"52,122","52,050","52,300","52,000",4.39,0.39%
01-07-2022,"51,917","51,000","52,032","50,727",13.27,2.77%
30-06-2022,"50,517","50,740","50,991","50,433",8.36,-0.42%
29-06-2022,"50,729","50,779","51,146","50,640",7.29,-0.18%
28-06-2022,"50,822","50,604","50,960","50,604",5.1,0.34%
27-06-2022,"50,649","50,730","50,980","50,575",6.28,0.05%
24-06-2022,"50,623","50,549","50,741","50,410",4.98,0.06%
23-06-2022,"50,594","50,800","51,060","50,560",7.22,-0.61%
22-06-2022,"50,904","50,691","51,146","50,522",6.31,0.28%
21-06-2022,"50,760","50,827","50,950","50,650",4.65,0.05%
20-06-2022,"50,735","50,985","50,985","50,713",2.75,-0.19%
17-06-2022,"50,834","50,977","51,179","50,815",5.17,-0.30%
16-06-2022,"50,986","50,650","51,092","50,295",7.78,1.09%
15-06-2022,"50,438","50,261","50,861","50,211",7.08,0.48%
14-06-2022,"50,195","50,537","50,667","50,151",6.59,-0.93%
13-06-2022,"50,664","51,530","51,660","50,551",9.02,-2.01%
10-06-2022,"51,701","50,900","51,797","50,420",11.97,1.36%
09-06-2022,"51,005","51,046","51,135","50,805",4.58,-0.09%
08-06-2022,"51,051","50,900","51,155","50,851",4.55,0.16%
07-06-2022,"50,968","50,787","51,070","50,681",4.86,0.19%
06-06-2022,"50,870","51,126","51,133","50,815",5.77,-0.85%
03-06-2022,"51,306","51,306","51,306","51,306",0,0.10%
02-06-2022,"51,255","50,928","51,359","50,928",0.02,0.92%
01-06-2022,"50,788","50,654","50,903","50,462",0.05,-0.13%
31-05-2022,"50,855","50,959","51,180","50,800",0.52,-0.12%
30-05-2022,"50,915","50,974","51,112","50,901",1.23,0.00%
27-05-2022,"50,913","50,952","51,066","50,850",4.38,0.08%
26-05-2022,"50,871","50,840","50,920","50,580",5.01,0.10%
25-05-2022,"50,819","51,109","51,132","50,705",6.2,-0.66%
24-05-2022,"51,157","50,940","51,246","50,880",5.02,0.49%
23-05-2022,"50,907","50,897","51,156","50,808",4.25,0.15%
20-05-2022,"50,829","50,471","50,860","50,471",6.15,0.56%
19-05-2022,"50,544","50,280","50,760","50,058",6.35,0.65%
18-05-2022,"50,218","50,120","50,366","49,863",6.97,0.09%
17-05-2022,"50,173","50,399","50,580","50,130",5.25,-0.15%
16-05-2022,"50,248","49,930","50,297","49,572",5.43,0.75%
13-05-2022,"49,873","50,067","50,249","49,670",7.46,-0.60%
12-05-2022,"50,174","50,939","50,946","50,140",7.24,-1.28%
11-05-2022,"50,822","50,449","50,888","50,322",6.73,0.47%
10-05-2022,"50,586","50,971","51,118","50,511",6.39,-0.73%
09-05-2022,"50,959","51,259","51,386","50,901",5.77,-0.75%
06-05-2022,"51,343","50,936","51,538","50,905",5.86,0.87%
05-05-2022,"50,899","50,921","51,557","50,853",9.29,0.57%
04-05-2022,"50,610","50,675","50,830","50,502",6.19,-0.39%
03-05-2022,"50,808","50,555","50,992","50,515",2.61,0.29%
02-05-2022,"50,659","51,270","51,322","50,481",10.57,-2.12%
29-04-2022,"51,754","51,499","51,879","51,499",6.04,0.96%
28-04-2022,"51,262","51,089","51,335","50,828",5.95,0.12%
27-04-2022,"51,199","51,545","51,636","51,082",7.57,-0.75%
26-04-2022,"51,584","51,460","51,769","51,410",5.11,0.37%
25-04-2022,"51,393","52,033","52,115","51,300",8.93,-1.66%
22-04-2022,"52,261","52,529","52,662","52,104",6.73,-0.29%
21-04-2022,"52,413","52,628","52,649","52,144",5.28,-0.41%
20-04-2022,"52,628","52,562","52,650","52,310",5.28,-0.23%
19-04-2022,"52,749","53,248","53,416","52,660",6.28,-0.98%
18-04-2022,"53,272","53,470","53,663","53,218",5.24,0.53%
14-04-2022,"52,992","53,010","53,110","52,700",2.93,-0.17%
13-04-2022,"53,081","52,850","53,150","52,807",3.76,0.38%
12-04-2022,"52,878","52,375","53,000","52,375",6.48,1.34%
11-04-2022,"52,179","52,126","52,740","52,021",5.69,0.21%
08-04-2022,"52,071","51,734","52,197","51,681",5.29,0.34%
07-04-2022,"51,897","51,611","51,982","51,550",4.35,0.58%
06-04-2022,"51,596","51,398","51,837","51,320",5.75,0.36%
05-04-2022,"51,413","51,304","51,670","51,160",0.03,0.29%
04-04-2022,"51,266","51,224","51,350","51,200",0.02,-0.15%
01-04-2022,"51,344","51,480","51,551","51,275",0.13,-0.47%
31-03-2022,"51,585","50,906","51,718","50,906",0.13,1.24%
30-03-2022,"50,953","50,979","51,263","50,811",3.67,0.28%
29-03-2022,"50,813","51,342","51,383","50,354",8.07,-1.47%
28-03-2022,"51,571","51,721","51,784","51,370",4.65,-0.59%
25-03-2022,"51,876","52,075","52,100","51,762",3.68,-0.39%
24-03-2022,"52,078","51,702","52,155","51,648",5.74,0.60%
23-03-2022,"51,767","51,365","51,800","51,224",4.53,0.76%
22-03-2022,"51,379","51,770","51,949","51,150",6.55,-0.53%
21-03-2022,"51,655","51,430","51,890","51,350",5.05,0.40%
18-03-2022,"51,447","51,650","51,713","51,360",1.71,-0.39%
17-03-2022,"51,647","51,678","51,837","51,366",5.86,0.98%
16-03-2022,"51,147","51,346","51,519","51,028",5.13,-0.81%
15-03-2022,"51,564","52,001","52,080","51,220",8.3,-1.41%
14-03-2022,"52,304","52,623","52,786","52,125",6.95,-1.09%
11-03-2022,"52,878","53,089","53,203","52,240",8.33,-0.68%
10-03-2022,"53,239","52,601","53,488","52,437",8,0.94%
09-03-2022,"52,745","54,917","55,190","52,626",10.9,-2.73%
08-03-2022,"54,224","53,639","55,558","53,356",13.38,1.32%
07-03-2022,"53,517","53,266","54,010","52,813",10.51,1.82%
04-03-2022,"52,559","51,902","52,601","51,800",9.22,1.52%
03-03-2022,"51,770","51,562","51,951","51,391",7.65,0.93%
02-03-2022,"51,294","51,700","52,070","51,192",9.59,-1.01%
01-03-2022,"51,816","51,200","51,876","51,159",5.4,2.08%
28-02-2022,"50,760","50,880","51,211","50,505",10.64,1.07%
25-02-2022,"50,221","51,180","51,180","50,040",9.45,-2.56%
24-02-2022,"51,543","50,800","52,797","50,800",15.81,2.31%
23-02-2022,"50,379","50,389","50,414","49,951",5.72,0.10%
22-02-2022,"50,328","50,447","50,687","50,057",7.8,0.50%
21-02-2022,"50,078","50,071","50,139","49,764",4.24,-0.07%
18-02-2022,"50,112","50,177","50,274","49,829",5.7,-0.56%
17-02-2022,"50,392","49,577","50,438","49,557",7.36,1.56%
16-02-2022,"49,618","49,394","49,660","49,249",4.03,0.47%
15-02-2022,"49,385","50,151","50,325","49,230",7.51,-1.06%
14-02-2022,"49,916","49,450","50,011","49,443",6.46,1.63%
11-02-2022,"49,114","48,750","49,134","48,643",5.31,0.32%
10-02-2022,"48,955","48,694","48,990","48,551",5.28,0.61%
09-02-2022,"48,660","48,420","48,715","48,403",4.48,0.48%
08-02-2022,"48,429","48,270","48,474","48,174",4.2,0.42%
07-02-2022,"48,228","48,011","48,247","47,995",3.55,0.68%
04-02-2022,"47,904","47,000","48,025","47,000",0.01,0.11%
03-02-2022,"47,849","48,099","48,099","47,517",0.02,-0.15%
02-02-2022,"47,922","47,850","48,046","47,692",0.04,-0.09%
01-02-2022,"47,965","47,736","48,099","47,581",0.13,0.59%
31-01-2022,"47,686","47,590","47,802","47,499",0.72,0.16%
28-01-2022,"47,611","47,950","48,000","47,479",3.5,-0.62%
27-01-2022,"47,910","48,550","48,550","47,853",5.96,-1.93%
25-01-2022,"48,851","48,608","48,912","48,540",4.58,0.59%
24-01-2022,"48,564","48,323","48,600","48,300",5.21,0.65%
21-01-2022,"48,249","48,390","48,523","48,153",4.04,-0.27%
20-01-2022,"48,380","48,379","48,557","48,310",3.67,0.01%
19-01-2022,"48,377","47,949","48,416","47,911",5.69,0.94%
18-01-2022,"47,926","47,950","48,047","47,780",5.08,0.02%
17-01-2022,"47,917","47,835","47,965","47,803",2.41,0.29%
14-01-2022,"47,778","47,841","47,993","47,756",4.28,0.09%
13-01-2022,"47,736","47,804","47,917","47,650",3.75,-0.15%
12-01-2022,"47,808","47,682","47,843","47,628",3.84,0.25%
11-01-2022,"47,689","47,589","47,700","47,460",4.49,0.49%
10-01-2022,"47,455","47,394","47,499","47,301",4.39,0.01%
07-01-2022,"47,452","47,370","47,586","47,300",4.51,0.00%
06-01-2022,"47,451","47,768","47,865","47,400",7.9,-1.19%
05-01-2022,"48,021","47,982","48,169","47,851",4.66,0.15%
04-01-2022,"47,949","47,810","47,997","47,740",4.71,0.49%
03-01-2022,"47,716","48,050","48,130","47,691",6.65,-0.80%
31-12-2021,"48,099","47,946","48,134","47,795",4.28,0.45%
30-12-2021,"47,885","47,800","47,899","47,579",4.38,0.10%
29-12-2021,"47,839","48,002","48,012","47,577",6.37,-0.42%
28-12-2021,"48,042","48,300","48,328","48,002",4.18,-0.05%
27-12-2021,"48,066","48,119","48,248","48,050",3.24,-0.11%
24-12-2021,"48,119","48,185","48,263","48,066",1.85,-0.07%
23-12-2021,"48,152","48,268","48,340","48,035",3.53,-0.10%
22-12-2021,"48,199","48,115","48,220","47,975",3.33,0.27%
21-12-2021,"48,067","48,151","48,298","47,991",4.38,-0.36%
20-12-2021,"48,240","48,594","48,643","48,211",4.34,-0.73%
17-12-2021,"48,594","48,700","48,785","48,510",4.72,-0.11%
16-12-2021,"48,646","48,296","48,677","48,276",5.9,1.16%
15-12-2021,"48,087","48,039","48,240","47,950",4.5,0.03%
14-12-2021,"48,072","48,264","48,361","47,925",5.8,-0.48%
13-12-2021,"48,303","48,213","48,348","48,131",4.83,0.29%
10-12-2021,"48,164","47,981","48,260","47,862",6.15,0.47%
09-12-2021,"47,939","48,035","48,160","47,869",4.99,-0.24%
08-12-2021,"48,055","48,150","48,300","47,956",4.9,-0.01%
07-12-2021,"48,060","47,907","48,168","47,790",6.05,0.30%
06-12-2021,"47,914","47,953","48,039","47,830",5.32,1.61%
03-12-2021,"47,153","47,192","47,271","46,388",0.02,-0.13%
02-12-2021,"47,214","47,214","47,214","47,214",0,-0.77%
01-12-2021,"47,578","47,550","47,783","47,470",0.01,-0.06%
30-11-2021,"47,606","47,570","48,128","47,436",0.08,0.04%
29-11-2021,"47,587","47,700","47,980","47,530",1.65,0.00%
26-11-2021,"47,585","47,615","48,223","47,535",5.99,0.35%
25-11-2021,"47,421","47,545","47,592","47,310",3.89,-0.04%
24-11-2021,"47,438","47,569","47,674","47,253",5.04,0.01%
23-11-2021,"47,434","47,946","48,031","47,361",7.49,-1.02%
22-11-2021,"47,923","48,794","48,875","47,882",9.42,-1.85%
19-11-2021,"48,828","49,116","49,308","48,710",5.29,-0.47%
18-11-2021,"49,059","49,199","49,273","48,986",5.66,-0.47%
17-11-2021,"49,292","49,068","49,333","48,985",5.68,0.52%
16-11-2021,"49,038","49,340","49,610","49,010",8.38,-0.53%
15-11-2021,"49,298","49,170","49,475","49,092",5.09,-0.03%
12-11-2021,"49,314","49,104","49,346","48,875",6.22,0.20%
11-11-2021,"49,216","48,941","49,380","48,911",5.42,0.74%
10-11-2021,"48,854","48,248","49,280","48,168",11.21,1.17%
09-11-2021,"48,287","48,015","48,311","47,976",6.59,0.56%
08-11-2021,"48,018","48,000","48,174","47,815",6.83,0.10%
05-11-2021,"47,972","47,519","48,014","47,294",5.32,0.88%
04-11-2021,"47,553","47,300","47,590","47,300",2.6,1.18%
03-11-2021,"47,000","47,584","47,584","46,872",8,-1.31%
02-11-2021,"47,622","47,835","47,885","47,594",5.32,-0.59%
01-11-2021,"47,903","47,615","47,951","47,590",6.03,0.56%
29-10-2021,"47,635","47,836","47,944","47,382",10.35,-0.68%
28-10-2021,"47,961","48,013","48,229","47,746",7,0.00%
27-10-2021,"47,962","47,761","48,019","47,620",6.39,0.31%
26-10-2021,"47,813","48,147","48,280","47,584",9,-0.80%
25-10-2021,"48,200","47,900","48,299","47,855",4.97,0.84%
22-10-2021,"47,797","47,555","48,242","47,482",11.59,0.83%
21-10-2021,"47,404","47,529","47,596","47,340",5.21,-0.20%
20-10-2021,"47,499","47,355","47,576","47,261",7.25,0.46%
19-10-2021,"47,280","47,410","47,645","47,231",6.75,-0.02%
18-10-2021,"47,291","47,220","47,437","47,169",5.43,0.17%
15-10-2021,"47,213","47,602","47,677","47,120",7.18,-1.40%
14-10-2021,"47,882","47,808","48,100","47,783",4.96,-0.07%
13-10-2021,"47,916","47,215","47,999","47,131",11.07,1.52%
12-10-2021,"47,198","47,099","47,420","47,036",6.67,0.31%
